,,STOPS MODEL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APC Collected Data (Flagler),,,,,,,,,,,,,,,
FID_1,ID,STATIONSEQ,STATION,STAT_CODE,STAT_GRP,GRP_NAME,DAILYBOARD,STOP_ID1,STOP_ID2,STOP_ID3,STOP_ID4,STOPSTYPE,NEWSTATION,Agency,FGSTP,STOPSTYPEB,PNR_PEN,DIFFGTFX,WALK_PEN,SAMEGTFX,STPID,KNR_PEN,BoardingBC,LAT,LONG,WPenBK,PpenBK,KpenBK,POINT_X,POINT_Y,FID_2,ROUTE,DAY,DIR,STOP,STOPNAME, DAY_ON , DAY_OFF , DAY_TOT , LAT_1 , LONG_1 , key , District , Distance , Difference ,bin,include.lowest
2571,15443,13543,NW 2 AV@NW 58 ST,D2AV#584,45,MI_NE,73,6919     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6919,5,81,0,0,10,5,5,-80.20023,25.8285,1368,2,1,1,35,NW 2 AV NW 58 ST, 31 , 30 , 61 , 26 , (80), 2-NW 2 AV NW 58 ST , 10 , 0 , 12 ,0 to 20,TRUE
2575,15492,13592,NW 2 AV@NW 58 ST,D2AV#582,45,MI_NE,41,6972     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6972,5,45,0,0,10,5,5,-80.20009,25.82885,1368,2,1,1,35,NW 2 AV NW 58 ST, 31 , 30 , 61 , 26 , (80), 2-NW 2 AV NW 58 ST , 10 , 0 , (20),-20 to 0,TRUE
4476,16821,14921,N MIAMI AV@NW 109 ST,NMAV1093,45,MI_NE,1,8446     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8446,5,1,0,0,10,5,5,-80.19807,25.87536,1270,2,1,0,35,N MIAMI AV NW 109 ST, 1 , 1 , 2 , 26 , (80), 2-N MIAMI AV NW 109 ST , 10 , 0 , (1),-20 to 0,TRUE
4477,16822,14922,N MIAMI AV@NW 106 ST,NMAV1064,45,MI_NE,1,8447     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8447,5,1,0,0,10,5,5,-80.19791,25.87198,1271,2,1,0,36,N MIAMI AV NW 106 ST, 1 , -   , 1 , 26 , (80), 2-N MIAMI AV NW 106 ST , 10 , 0 , 0 ,0 to 20,TRUE
4478,16823,14923,N MIAMI AV@NW 103 ST,NMAV1033,45,MI_NE,3,8448     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8448,5,3,0,0,10,5,5,-80.19787,25.86992,1272,2,1,0,37,N MIAMI AV NW 103 ST, 2 , 1 , 3 , 26 , (80), 2-N MIAMI AV NW 103 ST , 10 , 0 , (0),-20 to 0,TRUE
2770,15495,13595,NW 2 AV@NW 67 ST,D2AV#672,45,MI_NE,19,6975     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6975,5,21,0,0,10,5,5,-80.20046,25.83653,1371,2,1,1,38,NW 2 AV NW 67 ST, 13 , 25 , 39 , 26 , (80), 2-NW 2 AV NW 67 ST , 10 , 0 , (20),-20 to 0,TRUE
4573,16824,14924,N MIAMI AV@NW 100 ST,NMAV1004,45,MI_NE,1,8449     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8449,5,1,0,0,10,5,5,-80.19772,25.86641,1273,2,1,0,38,N MIAMI AV NW 100 ST, 1 , 1 , 2 , 26 , (80), 2-N MIAMI AV NW 100 ST , 10 , 0 , (1),-20 to 0,TRUE
2771,15496,13596,NW 2 AV@NW 69 ST,D2AV#692,45,MI_NE,13,6976     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6976,5,14,0,0,10,5,5,-80.20056,25.83861,1372,2,1,1,39,NW 2 AV NW 69 ST, 14 , 24 , 38 , 26 , (80), 2-NW 2 AV NW 69 ST , 10 , 0 , (25),-50 to -20,TRUE
4574,16825,14925,N MIAMI AV@NW 98 ST,NMAV#984,45,MI_NE,0,8450     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8450,5,0,0,0,10,5,5,-80.19766,25.86482,1274,2,1,0,39,N MIAMI AV NW 98 ST, 0 , 0 , 1 , 26 , (80), 2-N MIAMI AV NW 98 ST , 10 , 0 , (1),-20 to 0,TRUE
2772,15497,13597,NW 2 AV@NW 71 ST,D2AV#711,45,MI_NE,18,6977     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6977,5,20,0,0,10,5,5,-80.2006,25.83976,1373,2,1,1,40,NW 2 AV NW 71 ST, 7 , 17 , 24 , 26 , (80), 2-NW 2 AV NW 71 ST , 10 , 0 , (6),-20 to 0,TRUE
4575,16826,14926,N MIAMI AV@NW 95 ST,NMAV#953,45,MI_NE,1,8451     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8451,5,1,0,0,10,5,5,-80.19759,25.86297,1275,2,1,0,40,N MIAMI AV NW 95 ST, 2 , 2 , 4 , 26 , (80), 2-N MIAMI AV NW 95 ST , 10 , 0 , (3),-20 to 0,TRUE
4586,16835,14935,NE 95 ST@N MIAMI AV,A95SNMV7,45,MI_NE,5,8460     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8460,5,5,0,0,10,5,5,-80.19728,25.86243,1275,2,1,0,40,N MIAMI AV NW 95 ST, 2 , 2 , 4 , 26 , (80), 2-N MIAMI AV NW 95 ST , 10 , 0 , 1 ,0 to 20,TRUE
4627,16837,14937,NW 95 ST@N MIAMI AV,D95SNMV5,45,MI_NE,1,8462     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8462,5,1,0,0,10,5,5,-80.19782,25.86226,1275,2,1,0,40,N MIAMI AV NW 95 ST, 2 , 2 , 4 , 26 , (80), 2-N MIAMI AV NW 95 ST , 10 , 0 , (3),-20 to 0,TRUE
2496,13909,12009,NW 95 ST@NW 2 CT,D95S##27,45,MI_NE,5,5098     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5098,5,6,0,0,10,5,5,-80.20244,25.86216,1276,2,1,0,41,NW 2 AV NW 95 ST, -   , 1 , 1 , 26 , (80), 2-NW 2 AV NW 95 ST , 10 , 0 , 4 ,0 to 20,TRUE
2773,15498,13598,NW 2 AV@NW 72 ST,D2AV#722,45,MI_NE,8,6978     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6978,5,9,0,0,10,5,5,-80.20068,25.84127,1374,2,1,1,41,NW 2 AV NW 72 ST, 5 , 14 , 19 , 26 , (80), 2-NW 2 AV NW 72 ST , 10 , 0 , (11),-20 to 0,TRUE
4620,16829,14929,NW 2 AV@NW 95 ST,D2AV#951,45,MI_NE,0,8454     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8454,5,0,0,0,10,5,5,-80.20149,25.86192,1276,2,1,0,41,NW 2 AV NW 95 ST, -   , 1 , 1 , 26 , (80), 2-NW 2 AV NW 95 ST , 10 , 0 , (1),-20 to 0,TRUE
4621,16830,14930,NW 2 AV@NW 95 ST,D2AV#954,45,MI_NE,0,8455     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8455,5,0,0,0,10,5,5,-80.20157,25.86163,1276,2,1,0,41,NW 2 AV NW 95 ST, -   , 1 , 1 , 26 , (80), 2-NW 2 AV NW 95 ST , 10 , 0 , (1),-20 to 0,TRUE
4626,16836,14936,NW 95 ST@NW 2 AV,D95S##25,45,MI_NE,5,8461     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8461,5,6,0,0,10,5,5,-80.20206,25.86204,1276,2,1,0,41,NW 2 AV NW 95 ST, -   , 1 , 1 , 26 , (80), 2-NW 2 AV NW 95 ST , 10 , 0 , 4 ,0 to 20,TRUE
2763,15499,13599,NW 2 AV@NW 75 ST,D2AV#751,45,MI_NE,8,6979     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6979,5,9,0,0,10,5,5,-80.20073,25.84347,1375,2,1,1,42,NW 2 AV NW 75 ST, 6 , 21 , 27 , 26 , (80), 2-NW 2 AV NW 75 ST , 10 , 0 , (19),-20 to 0,TRUE
2764,15500,13600,NW 2 AV@NW 77 ST,D2AV#771,45,MI_NE,21,6980     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6980,5,23,0,0,10,5,5,-80.2008,25.84525,1376,2,1,1,43,NW 2 AV NW 77 ST, 17 , 54 , 71 , 26 , (80), 2-NW 2 AV NW 77 ST , 10 , 0 , (50),-100 to -50,TRUE
379,10019,8119,NW 2 AV@NW 79 ST,NW2A79SN,45,MI_NE,6,26       M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,26,5,7,0,0,10,5,5,-80.20087,25.846698,1377,2,1,1,44,NW 2 AV NW 79 ST, 14 , 83 , 97 , 26 , (80), 2-NW 2 AV NW 79 ST , 10 , 0 , (91),-100 to -50,TRUE
2766,16105,14205,NW 79 ST@# 140,D79S##15,45,MI_NE,34,7619     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7619,5,38,0,0,10,5,5,-80.19992,25.84725,1377,2,1,1,44,NW 2 AV NW 79 ST, 14 , 83 , 97 , 26 , (80), 2-NW 2 AV NW 79 ST , 10 , 0 , (63),-100 to -50,TRUE
353,11005,9105,NW 91 ST@N MIAMI AV,D91SNMV5,45,MI_NE,1,1875     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1875,5,1,0,0,10,5,5,-80.19769,25.858495,1280,2,1,0,45,NW 91 ST N MIAMI AV, 0 , 5 , 5 , 26 , (80), 2-NW 91 ST N MIAMI AV , 10 , 0 , (4),-20 to 0,TRUE
2634,16106,14206,NE 79 ST@NE MIAMI CT,A79SMIA6,45,MI_NE,127,7620     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7620,5,140,0,0,10,5,5,-80.19612,25.84737,1378,2,1,1,45,N MIAMI AV NE 79 ST, 19 , 44 , 64 , 26 , (80), 2-N MIAMI AV NE 79 ST , 10 , 0 , 63 ,50 to 100,TRUE
2641,15390,13490,N MIAMI AV@NE 79 ST,NMAV#792,45,MI_NE,23,6863     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6863,5,25,0,0,10,5,5,-80.19681,25.84789,1378,2,1,1,45,N MIAMI AV NE 79 ST, 19 , 44 , 64 , 26 , (80), 2-N MIAMI AV NE 79 ST , 10 , 0 , (41),-50 to -20,TRUE
2647,16096,14196,NE 79 ST@NE MIAMI CT,A79SMIA7,45,MI_NE,109,7610     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7610,5,120,0,0,10,5,5,-80.19626,25.84755,1378,2,1,1,45,N MIAMI AV NE 79 ST, 19 , 44 , 64 , 26 , (80), 2-N MIAMI AV NE 79 ST , 10 , 0 , 45 ,20 to 50,TRUE
350,11002,9102,N MIAMI AV@NW 89 ST,NMAV#893,45,MI_NE,2,1872     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1872,5,2,0,0,10,5,5,-80.197342,25.856791,1281,2,1,0,46,N MIAMI AV NW 89 ST, 6 , 5 , 11 , 26 , (80), 2-N MIAMI AV NW 89 ST , 10 , 0 , (9),-20 to 0,TRUE
2642,15391,13491,N MIAMI AV@NE 82 ST,NMAV#821,45,MI_NE,9,6864     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6864,5,10,0,0,10,5,5,-80.19686,25.84924,1379,2,1,1,46,N MIAMI AV NE 82 ST, 4 , 24 , 28 , 26 , (80), 2-N MIAMI AV NE 82 ST , 10 , 0 , (19),-20 to 0,TRUE
2643,15392,13492,N MIAMI AV@NE 82 TE,NMAV#822,45,MI_NE,7,6865     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6865,5,8,0,0,10,5,5,-80.19692,25.85086,1380,2,1,1,47,N MIAMI AV NE 82 TE, 6 , 26 , 32 , 26 , (80), 2-N MIAMI AV NE 82 TE , 10 , 0 , (25),-50 to -20,TRUE
2644,16084,14184,NE 84 ST@N MIAMI CT,A84SNMC5,45,MI_NE,5,7598     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7598,5,6,0,0,10,5,5,-80.19663,25.85225,1381,2,1,1,48,NE 84 ST N MIAMI CT, 4 , 29 , 33 , 26 , (80), 2-NE 84 ST N MIAMI CT , 10 , 0 , (28),-50 to -20,TRUE
351,11003,9103,N MIAMI AV@NW 87 ST,NMAV#874,45,MI_NE,15,1873     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1873,5,17,0,0,10,5,5,-80.197243,25.854543,1283,2,1,0,49,N MIAMI AV NW 87 ST, 13 , 2 , 15 , 26 , (80), 2-N MIAMI AV NW 87 ST , 10 , 0 , (0),-20 to 0,TRUE
1256,13544,11644,N MIAMI AV@NW 83 ST,NMAV#833,45,MI_NE,36,4714     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4714,5,40,0,0,10,5,5,-80.197152,25.851506,1284,2,1,0,50,N MIAMI AV NW 83 ST, 26 , 9 , 35 , 26 , (80), 2-N MIAMI AV NW 83 ST , 10 , 0 , 1 ,0 to 20,TRUE
2656,13925,12025,NW 83 ST@N MIAMI AV,D83SNMV8,45,MI_NE,1,5114     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5114,5,1,0,0,10,5,5,-80.19758,25.85118,1284,2,1,0,50,N MIAMI AV NW 83 ST, 26 , 9 , 35 , 26 , (80), 2-N MIAMI AV NW 83 ST , 10 , 0 , (34),-50 to -20,TRUE
2657,13932,12032,NW 83 ST@N MIAMI AV,D83SNMV5,45,MI_NE,2,5121     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5121,5,2,0,0,10,5,5,-80.19751,25.85109,1284,2,1,0,50,N MIAMI AV NW 83 ST, 26 , 9 , 35 , 26 , (80), 2-N MIAMI AV NW 83 ST , 10 , 0 , (33),-50 to -20,TRUE
1257,13545,11645,N MIAMI AV@NW 82 ST,NMAV#824,45,MI_NE,40,4715     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4715,5,44,0,0,10,5,5,-80.197056,25.849172,1285,2,1,0,51,N MIAMI AV NW 82 ST, 28 , 16 , 44 , 26 , (80), 2-N MIAMI AV NW 82 ST , 10 , 0 , (4),-20 to 0,TRUE
349,11001,9101,N MIAMI AV@NE 88 ST,NMAV#882,45,MI_NE,1,1871     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1871,5,1,0,0,10,5,5,-80.197118,25.856142,1383,2,1,1,52,N MIAMI AV NE 88 ST, 3 , 5 , 8 , 26 , (80), 2-N MIAMI AV NE 88 ST , 10 , 0 , (7),-20 to 0,TRUE
2658,15372,13472,N MIAMI AV@NW 79 ST,NMAV#793,45,MI_NE,33,6845     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6845,5,37,0,0,10,5,5,-80.197,25.84775,1286,2,1,0,52,N MIAMI AV NW 79 ST, 29 , 10 , 39 , 26 , (80), 2-N MIAMI AV NW 79 ST , 10 , 0 , (6),-20 to 0,TRUE
2659,16097,14197,NW 79 ST@NW 1 AV,D79S##17,45,MI_NE,104,7611     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7611,5,115,0,0,10,5,5,-80.19867,25.84746,1287,2,1,0,53,NW 79 ST NW 1 AV, 34 , 9 , 43 , 26 , (80), 2-NW 79 ST NW 1 AV , 10 , 0 , 61 ,50 to 100,TRUE
4624,16833,14933,NW 91 ST@N MIAMI AV,D91SNMV8,45,MI_NE,0,8458     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8458,5,0,0,0,10,5,5,-80.19788,25.85855,1384,2,1,1,53,NW 91 ST N MIAMI AV, -   , 1 , 1 , 26 , (80), 2-NW 91 ST N MIAMI AV , 10 , 0 , (1),-20 to 0,TRUE
378,10014,8114,NW 2 AV@NW 79 ST,NW2A79SS,45,MI_NE,90,19       M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,19,5,99,0,0,10,5,5,-80.201053,25.846865,1288,2,1,0,54,NW 2 AV NW 79 ST, 65 , 8 , 73 , 26 , (80), 2-NW 2 AV NW 79 ST , 10 , 0 , 17 ,0 to 20,TRUE
352,11004,9104,NW 91 ST@NW 1 AV,D91S##16,45,MI_NE,0,1874     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1874,5,0,0,0,10,5,5,-80.199229,25.858441,1385,2,1,1,54,NW 91 ST NW 1 AV, -   , -   , -   , 26 , (80), 2-NW 91 ST NW 1 AV , 10 , 0 , -   ,-20 to 0,TRUE
2660,16098,14198,NW 79 ST@NW 2 AV,D79S##28,45,MI_NE,115,7612     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7612,5,127,0,0,10,5,5,-80.20128,25.84739,1288,2,1,0,54,NW 2 AV NW 79 ST, 65 , 8 , 73 , 26 , (80), 2-NW 2 AV NW 79 ST , 10 , 0 , 42 ,20 to 50,TRUE
2661,16099,14199,NW 79 ST@NW 3 AV,D79S##38,45,MI_NE,8,7613     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7613,5,9,0,0,10,5,5,-80.2028,25.84734,1288,2,1,0,54,NW 2 AV NW 79 ST, 65 , 8 , 73 , 26 , (80), 2-NW 2 AV NW 79 ST , 10 , 0 , (65),-100 to -50,TRUE
2765,16104,14204,NW 79 ST@NW 2 CT,D79S##26,45,MI_NE,115,7618     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7618,5,127,0,0,10,5,5,-80.20148,25.84721,1288,2,1,0,54,NW 2 AV NW 79 ST, 65 , 8 , 73 , 26 , (80), 2-NW 2 AV NW 79 ST , 10 , 0 , 42 ,20 to 50,TRUE
4625,16834,14934,NW 91 ST@NW 1 AV,D91S##18,45,MI_NE,0,8459     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8459,5,0,0,0,10,5,5,-80.19954,25.85849,1385,2,1,1,54,NW 91 ST NW 1 AV, -   , -   , -   , 26 , (80), 2-NW 91 ST NW 1 AV , 10 , 0 , -   ,-20 to 0,TRUE
2761,15435,13535,NW 2 AV@NW 77 ST,D2AV#773,45,MI_NE,47,6911     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6911,5,52,0,0,10,5,5,-80.20099,25.8456,1289,2,1,0,55,NW 2 AV NW 77 ST, 40 , 25 , 65 , 26 , (80), 2-NW 2 AV NW 77 ST , 10 , 0 , (18),-20 to 0,TRUE
4618,16827,14927,NW 2 AV@NW 91 ST,D2AV91S2,45,MI_NE,0,8452     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8452,5,0,0,0,10,5,5,-80.20137,25.85888,1386,2,1,1,55,NW 2 AV NW 91 ST, -   , 2 , 2 , 26 , (80), 2-NW 2 AV NW 91 ST , 10 , 0 , (2),-20 to 0,TRUE
4623,16832,14932,NW 2 AV@NW 91 ST,D2AV91S3,45,MI_NE,0,8457     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8457,5,0,0,0,10,5,5,-80.20144,25.85862,1386,2,1,1,55,NW 2 AV NW 91 ST, -   , 2 , 2 , 26 , (80), 2-NW 2 AV NW 91 ST , 10 , 0 , (2),-20 to 0,TRUE
2762,15436,13536,NW 2 AV@NW 75 ST,D2AV#753,45,MI_NE,25,6912     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6912,5,28,0,0,10,5,5,-80.20092,25.84375,1290,2,1,0,56,NW 2 AV NW 75 ST, 21 , 7 , 28 , 26 , (80), 2-NW 2 AV NW 75 ST , 10 , 0 , (3),-20 to 0,TRUE
4619,16828,14928,NW 2 AV@NW 93 ST,D2AV#932,45,MI_NE,0,8453     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8453,5,0,0,0,10,5,5,-80.20144,25.86051,1387,2,1,1,56,NW 2 AV NW 93 ST, -   , 0 , 0 , 26 , (80), 2-NW 2 AV NW 93 ST , 10 , 0 , (0),-20 to 0,TRUE
4622,16831,14931,NW 2 AV@NW 93 ST,D2AV#933,45,MI_NE,0,8456     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8456,5,0,0,0,10,5,5,-80.20152,25.86046,1387,2,1,1,56,NW 2 AV NW 93 ST, -   , 0 , 0 , 26 , (80), 2-NW 2 AV NW 93 ST , 10 , 0 , (0),-20 to 0,TRUE
2767,15437,13537,NW 2 AV@NW 73 ST,D2AV#734,45,MI_NE,17,6913     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6913,5,19,0,0,10,5,5,-80.20082,25.84182,1291,2,1,0,57,NW 2 AV NW 73 ST, 14 , 6 , 20 , 26 , (80), 2-NW 2 AV NW 73 ST , 10 , 0 , (3),-20 to 0,TRUE
2768,15438,13538,NW 2 AV@NW 71 ST,D2AV#713,45,MI_NE,28,6914     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6914,5,31,0,0,10,5,5,-80.20075,25.84002,1292,2,1,0,58,NW 2 AV NW 71 ST, 22 , 21 , 42 , 26 , (80), 2-NW 2 AV NW 71 ST , 10 , 0 , (14),-20 to 0,TRUE
2774,16117,14217,NW 71 ST@NW 2 AV,D71S##27,45,MI_NE,5,7632     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7632,5,5,0,0,10,5,5,-80.20036,25.83996,1292,2,1,0,58,NW 2 AV NW 71 ST, 22 , 21 , 42 , 26 , (80), 2-NW 2 AV NW 71 ST , 10 , 0 , (37),-50 to -20,TRUE
2775,16118,14218,NW 71 ST@NW 1 AV,D71S##16,45,MI_NE,0,7633     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7633,5,0,0,0,10,5,5,-80.19921,25.83985,1292,2,1,0,58,NW 2 AV NW 71 ST, 22 , 21 , 42 , 26 , (80), 2-NW 2 AV NW 71 ST , 10 , 0 , (42),-50 to -20,TRUE
4582,16811,14911,N MIAMI AV@NE 96 ST,NMAV#961,45,MI_NE,2,8436     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8436,5,2,0,0,10,5,5,-80.19741,25.86322,1389,2,1,1,58,N MIAMI AV NE 96 ST, 2 , 2 , 4 , 26 , (80), 2-N MIAMI AV NE 96 ST , 10 , 0 , (2),-20 to 0,TRUE
2769,15439,13539,NW 2 AV@NW 69 ST,D2AV#693,45,MI_NE,32,6915     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6915,5,35,0,0,10,5,5,-80.20067,25.83822,1293,2,1,0,59,NW 2 AV NW 69 ST, 27 , 13 , 40 , 26 , (80), 2-NW 2 AV NW 69 ST , 10 , 0 , (8),-20 to 0,TRUE
4583,16812,14912,N MIAMI AV@NE 98 ST,NMAV#981,45,MI_NE,0,8437     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8437,5,0,0,0,10,5,5,-80.19748,25.865,1390,2,1,1,59,N MIAMI AV NE 98 ST, -   , 1 , 1 , 26 , (80), 2-N MIAMI AV NE 98 ST , 10 , 0 , (1),-20 to 0,TRUE
2592,15440,13540,NW 2 AV@NW 67 ST,D2AV#674,45,MI_NE,30,6916     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6916,5,33,0,0,10,5,5,-80.20057,25.83601,1294,2,1,0,60,NW 2 AV NW 67 ST, 28 , 19 , 47 , 26 , (80), 2-NW 2 AV NW 67 ST , 10 , 0 , (17),-20 to 0,TRUE
4584,16813,14913,N MIAMI AV@NE 100 ST,NMAV1002,45,MI_NE,0,8438     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8438,5,0,0,0,10,5,5,-80.19758,25.86717,1391,2,1,1,60,N MIAMI AV NE 100 ST, -   , 0 , 0 , 26 , (80), 2-N MIAMI AV NE 100 ST , 10 , 0 , (0),-20 to 0,TRUE
2593,15441,13541,NW 2 AV@NW 64 ST,D2AV#643,45,MI_NE,32,6917     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6917,5,35,0,0,10,5,5,-80.2005,25.83485,1295,2,1,0,61,NW 2 AV NW 64 ST, 34 , 16 , 51 , 26 , (80), 2-NW 2 AV NW 64 ST , 10 , 0 , (19),-20 to 0,TRUE
2594,15494,13594,NW 2 AV@NW 64 ST,D2AV#642,45,MI_NE,18,6974     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6974,5,20,0,0,10,5,5,-80.20037,25.83462,1295,2,1,0,61,NW 2 AV NW 64 ST, 34 , 16 , 51 , 26 , (80), 2-NW 2 AV NW 64 ST , 10 , 0 , (33),-50 to -20,TRUE
4585,16814,14914,N MIAMI AV@NE 103 ST,NMAV1031,45,MI_NE,0,8439     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8439,5,0,0,0,10,5,5,-80.19766,25.86938,1392,2,1,1,61,N MIAMI AV NE 103 ST, 0 , 1 , 2 , 26 , (80), 2-N MIAMI AV NE 103 ST , 10 , 0 , (2),-20 to 0,TRUE
331,10547,8647,NW 2 AV@NW 62 ST,2AVE62SS,45,MI_NE,75,1144     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1144,5,83,0,0,10,5,5,-80.20041,25.832221,1296,2,1,0,62,NW 2 AV NW 62 ST, 64 , 45 , 110 , 26 , (80), 2-NW 2 AV NW 62 ST , 10 , 0 , (35),-50 to -20,TRUE
2577,16151,14251,NW 62 ST@NW 2 AV,D62S##25,45,MI_NE,40,7667     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7667,5,44,0,0,10,5,5,-80.20054,25.83242,1296,2,1,0,62,NW 2 AV NW 62 ST, 64 , 45 , 110 , 26 , (80), 2-NW 2 AV NW 62 ST , 10 , 0 , (70),-100 to -50,TRUE
2595,16128,14228,NW 62 ST@NW 2 AV,D62S##27,45,MI_NE,94,7644     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7644,5,104,0,0,10,5,5,-80.20016,25.83263,1296,2,1,0,62,NW 2 AV NW 62 ST, 64 , 45 , 110 , 26 , (80), 2-NW 2 AV NW 62 ST , 10 , 0 , (16),-20 to 0,TRUE
2596,16129,14229,NW 62 ST@NW 3 AV,D62S##37,45,MI_NE,61,7645     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7645,5,67,0,0,10,5,5,-80.20196,25.83258,1296,2,1,0,62,NW 2 AV NW 62 ST, 64 , 45 , 110 , 26 , (80), 2-NW 2 AV NW 62 ST , 10 , 0 , (49),-50 to -20,TRUE
4474,16815,14915,N MIAMI AV@NE 106 ST,NMAV1062,45,MI_NE,0,8440     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8440,5,0,0,0,10,5,5,-80.19785,25.87249,1393,2,1,1,62,N MIAMI AV NE 106 ST, -   , 1 , 1 , 26 , (80), 2-N MIAMI AV NE 106 ST , 10 , 0 , (1),-20 to 0,TRUE
2570,15442,13542,NW 2 AV@NW 6O ST,D2AV#6O3,45,MI_NE,23,6918     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6918,5,25,0,0,10,5,5,-80.20036,25.83079,1297,2,1,0,63,NW 2 AV NW 6O ST, 25 , 8 , 33 , 26 , (80), 2-NW 2 AV NW 6O ST , 10 , 0 , (10),-20 to 0,TRUE
2576,15493,13593,NW 2 AV@NW 60 ST,D2AV#602,45,MI_NE,58,6973     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6973,5,64,0,0,10,5,5,-80.20017,25.83095,1297,2,1,0,63,NW 2 AV NW 6O ST, 25 , 8 , 33 , 26 , (80), 2-NW 2 AV NW 6O ST , 10 , 0 , 25 ,20 to 50,TRUE
4475,16816,14916,N MIAMI AV@NE 109 ST,NMAV1091,45,MI_NE,0,8441     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,8441,5,0,0,0,10,5,5,-80.19795,25.87493,1394,2,1,1,63,N MIAMI AV NE 109 ST, 0 , 1 , 1 , 26 , (80), 2-N MIAMI AV NE 109 ST , 10 , 0 , (1),-20 to 0,TRUE
